Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
233,Entry long,2025-10-06 16:00,Long Entry,4671.24,0.0214,99.964536,0.12,0.12,1.36,1.36,-0.29,-0.29,123.3,0.12
234,Exit long,2025-10-08 05:00,Max Hold,4459.98,0.021,99.666,-6.01,-6.03,0.17,0.17,-7.08,-7.11,117.29,0.12
234,Entry long,2025-10-07 13:00,Long Entry,4746,0.021,99.666,-6.01,-6.03,0.17,0.17,-7.08,-7.11,117.29,0.12
235,Exit short,2025-10-11 08:00,Max Hold,3757.27,0.0243,99.641907,8.34,8.37,17.02,17.08,-0.87,-0.87,125.63,0.13
235,Entry short,2025-10-10 16:00,Short Entry,4100.49,0.0243,99.641907,8.34,8.37,17.02,17.08,-0.87,-0.87,125.63,0.13
236,Exit short,2025-10-12 13:00,Max Hold,3829.97,0.027,99.73071,-3.68,-3.69,1.45,1.45,-4.65,-4.67,121.95,0.12
236,Entry short,2025-10-11 21:00,Short Entry,3693.73,0.027,99.73071,-3.68,-3.69,1.45,1.45,-4.65,-4.67,121.95,0.12
237,Exit long,2025-10-27 04:00,Max Hold,4203.22,0.0247,99.864076,3.95,3.96,4.5,4.50,-0.1,-0.10,125.91,0.13
237,Entry long,2025-10-26 12:00,Long Entry,4043.08,0.0247,99.864076,3.95,3.96,4.5,4.50,-0.1,-0.10,125.91,0.13
238,Exit long,2025-10-28 10:00,Max Hold,4120.81,0.0237,99.99267,-2.33,-2.33,0.3,0.30,-3.67,-3.67,123.58,0.12
238,Entry long,2025-10-27 18:00,Long Entry,4219.1,0.0237,99.99267,-2.33,-2.33,0.3,0.30,-3.67,-3.67,123.58,0.12
239,Exit short,2025-10-31 12:00,Max Hold,3872.16,0.0271,99.870275,-5.07,-5.07,0.19,0.19,-5.33,-5.34,118.51,0.12
239,Entry short,2025-10-30 20:00,Short Entry,3685.25,0.0271,99.870275,-5.07,-5.07,0.19,0.19,-5.33,-5.34,118.51,0.12
240,Exit short,2025-11-04 03:00,Max Hold,3624.5,0.0272,99.94776,1.36,1.36,3.22,3.23,-1.98,-1.98,119.87,0.12
240,Entry short,2025-11-03 11:00,Short Entry,3674.55,0.0272,99.94776,1.36,1.36,3.22,3.23,-1.98,-1.98,119.87,0.12
241,Exit short,2025-11-04 22:00,Max Hold,3213.78,0.0286,99.822866,7.91,7.92,12.45,12.47,-2.74,-2.75,127.78,0.13
241,Entry short,2025-11-04 06:00,Short Entry,3490.31,0.0286,99.822866,7.91,7.92,12.45,12.47,-2.74,-2.75,127.78,0.13
